index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,param1,param2,y
19985,37.3,14.2,31.0,0.9,0.8,-23.9,-16.8,-9.7,0.0,0.98,218,5,87.74181951,0.0,94.75,35.25,0
2883,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.46579109,32.81160777,1
346,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,20.0089,41.6103,1
19615,52.4,11.1,23.56,1.3,16.5,-2.5,3.1,8.7,4.0,5.58,194,3,239.3482905,0.0,58.75,35.75,0
14232,45.0,8.4,31.0,0.0,3.3,-24.6,-20.4,-16.2,1.2,4.63,154,2,106.8415238,0.007250571,67.75,54.75,0
13112,52.7,7.3,31.0,0.0,10.0,-26.2,-22.5,-18.9,1.1,10.2,158,4,24.58586099,6.43e-05,84.75,57.25,0
19162,60.0,13.7,0.0,4.6,93.0,18.3,25.1,32.0,17.1,13.7,191,3,320.6507895,0.0,18.75,-21.25,0
8170,75.4,6.5,31.0,0.1,22.1,-34.0,-30.7,-27.5,0.2,16.18,158,4,7.941270061,9.94e-05,94.25,66.25,0
7680,84.4,8.6,31.0,0.0,16.3,-36.3,-32.0,-27.7,0.3,17.54,160,3,1.621967538,0.000189635,155.25,67.25,0
4608,41.3,11.7,0.33,2.9,19.0,8.8,14.6,20.5,11.6,2.6,180,8,818.204106,0.0,42.25,18.25,0
19298,34.3,10.6,0.0,5.8,12.0,15.8,21.1,26.4,12.6,3.3,165,3,39.17669716,0.0,16.75,-27.75,0
19345,38.3,12.5,31.0,0.4,0.2,-15.9,-9.6,-3.4,2.1,0.58,177,8,3.067029362,0.0,85.75,40.75,0
8462,89.8,5.9,31.0,0.0,29.0,-28.5,-25.5,-22.6,0.9,19.81,145,4,6.371193245,0.004334918,87.25,65.75,0
13234,92.6,5.3,29.11,0.1,67.8,-8.4,-5.7,-3.1,3.9,19.21,151,3,367.8549074,3.26e-05,28.75,56.75,0
8833,61.8,5.8,31.0,0.0,15.7,-36.3,-33.4,-30.5,0.4,6.26,155,4,1.98552796,0.000223694,123.75,65.25,0
14478,58.0,8.3,31.0,0.0,7.4,-26.6,-22.4,-18.3,1.0,4.84,157,2,154.7043892,0.001369473,79.75,54.25,0
9665,73.8,6.6,31.0,0.0,17.1,-36.8,-33.5,-30.2,0.1,9.17,177,4,9.073883813,0.000151439,96.75,63.75,0
9196,80.5,8.5,31.0,0.0,17.5,-35.0,-30.7,-26.5,0.4,18.1,171,4,0.022304484,0.000147139,156.25,64.75,0
24127,83.8,3.6,15.79,1.2,38.3,0.8,2.6,4.4,4.4,11.44,177,4,3193.163558,142.4029639,110.75,25.25,0
257,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,19.601714,41.050567,1
8714,81.0,6.4,31.0,0.0,22.7,-23.6,-20.4,-17.2,1.1,15.31,151,3,0.003863634,6.64e-05,64.25,65.25,0
5389,63.5,6.9,31.0,0.0,27.4,-31.5,-28.0,-24.6,0.5,17.99,149,3,7.021496734,0.001798552,94.75,72.25,0
12235,74.8,7.7,31.0,0.0,10.0,-33.1,-29.2,-25.4,0.5,8.96,174,4,4.791684442,1.55e-05,120.25,59.25,0
2502,70.9,6.6,14.72,0.9,131.4,1.2,4.5,7.8,5.9,13.52,108,2,918.0291386,0.0,36.533,37.33,1
8095,75.1,7.3,31.0,0.1,34.1,-21.4,-17.7,-14.1,1.3,20.36,149,4,0.971254294,0.00016408,56.75,66.25,0
20826,27.7,13.8,0.01,2.1,6.9,9.8,16.7,23.6,13.5,0.65,150,2,5013.057841,1911.736378,86.25,25.25,0
6474,73.0,7.0,31.0,0.0,15.8,-37.0,-33.5,-30.0,0.4,9.61,165,4,0.877130091,0.000207495,112.75,69.25,0
8542,66.4,6.5,31.0,0.0,9.4,-44.0,-40.7,-37.5,0.2,4.9,160,5,1.862641428,0.00059173,127.25,65.75,0
12851,50.7,7.8,31.0,0.0,6.3,-25.2,-21.3,-17.4,1.1,5.9,154,4,97.99257837,7.67e-05,72.25,57.75,0
11417,76.1,9.1,31.0,0.0,8.9,-37.1,-32.5,-28.0,0.3,4.95,165,4,3.329949855,0.000125117,107.25,60.75,0
23011,50.3,15.6,31.0,0.6,8.7,-28.4,-20.6,-12.8,0.1,2.47,232,9,1.772595275,0.0,83.75,36.25,0
2874,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.40468551,32.70171946,1
14303,63.1,9.8,31.0,0.0,10.7,-33.5,-28.6,-23.7,0.6,8.69,171,4,25.91994263,3.94e-05,103.25,54.75,0
16620,44.9,8.7,31.0,0.1,5.1,-28.8,-24.4,-20.1,0.6,2.82,145,4,7.302987663,3.33e-05,133.25,49.25,0
15862,45.3,9.5,31.0,0.1,3.5,-31.9,-27.1,-22.4,0.5,1.85,161,3,117.2863224,0.004751899,107.75,51.25,0
24016,25.4,11.9,24.26,1.8,25.1,-3.1,2.9,8.9,3.4,8.73,228,4,1529.322424,4.4373638,99.25,26.25,0
2095,78.0,6.6,27.32,1.0,41.4,-6.1,-2.8,0.5,2.9,7.81,173,4,79.94429762,0.0,24.01034,41.59671,1
3879,35.0,12.0,3.22,2.6,12.7,6.2,12.2,18.2,8.0,4.27,162,9,39.4622255,1.408125981,44.75,30.25,0
5159,71.4,7.3,31.0,0.0,38.6,-28.3,-24.6,-21.0,0.9,21.43,152,3,6.35703342,0.000870005,85.75,73.25,0
22346,21.9,10.2,31.0,1.1,0.0,-13.8,-8.7,-3.6,0.6,0.1,137,1,58511.21319,0.0,116.25,40.25,0
15069,81.5,5.6,30.59,0.1,39.9,-11.4,-8.6,-5.8,3.0,15.91,152,4,222.825756,0.000293488,38.75,52.75,0
23059,48.4,8.7,30.62,0.9,2.2,-11.5,-7.1,-2.8,0.7,2.13,182,3,354.882123,0.0,107.75,36.25,0
19666,50.1,11.5,16.06,1.3,15.3,0.7,6.4,12.2,5.7,5.95,177,9,83.77009021,0.0,58.75,34.75,0
22740,42.1,15.4,31.0,0.5,0.7,-17.3,-9.6,-1.9,2.4,0.7,190,8,9.19968859,0.0,84.75,37.75,0
12201,71.4,10.3,31.0,0.0,9.2,-37.0,-31.8,-26.7,0.3,6.47,161,4,7.544566967,2.53e-05,103.25,59.25,0
4140,44.4,8.3,0.0,3.4,55.7,12.9,17.0,21.2,10.5,11.76,145,9,159.4843909,0.0,49.75,26.75,0
11329,65.8,7.6,31.0,0.0,19.8,-21.3,-17.5,-13.7,1.4,6.88,150,4,1.438739962,0.000140419,63.25,60.75,0
13871,56.3,11.1,31.0,0.1,0.9,-39.0,-33.4,-27.9,0.1,1.35,121,4,37.45205609,0.0005829,114.75,55.75,0
82,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.14742,32.5347,1
12863,61.0,7.8,31.0,0.0,8.5,-26.7,-22.8,-18.9,1.0,9.12,151,4,10.2563179,0.00012677,78.25,57.75,0
6633,82.7,7.2,31.0,0.0,15.6,-24.9,-21.3,-17.7,1.2,15.23,154,3,0.012901231,0.000488646,62.75,68.75,0
24047,80.7,4.1,12.6,1.4,30.4,2.0,4.0,6.1,4.8,11.52,137,4,2678.625231,45.76048277,114.75,26.25,0
20245,39.1,13.0,31.0,1.0,5.0,-19.0,-12.5,-6.0,0.3,2.33,203,3,134.8625948,0.0,88.25,32.25,0
1036,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,20.006977,42.258799,1
19539,58.9,8.8,8.08,1.0,35.4,3.8,8.2,12.6,8.4,10.37,143,9,0.0,0.0,50.25,37.25,0
22120,26.8,14.0,0.08,4.1,1.0,9.4,16.4,23.4,8.9,0.0,171,9,0.000497587,0.0269995,33.25,23.75,0
16322,57.6,6.6,31.0,0.2,46.9,-17.8,-14.5,-11.2,1.7,12.59,142,6,1.805741968,0.005646571,143.75,50.25,0
19529,59.5,9.2,29.37,0.8,34.6,-8.8,-4.2,0.4,2.6,10.49,160,4,2147.23284,2.8e-05,48.75,37.75,0
11764,57.8,6.8,31.0,0.1,18.5,-29.1,-25.7,-22.3,0.5,7.56,149,9,0.065878953,0.00031733,144.75,60.25,0
21743,42.7,16.3,0.0,4.8,0.3,17.6,25.7,33.9,12.8,0.0,151,4,1105.477562,0.0,-10.75,10.75,0
1817,76.9,6.5,27.32,0.4,15.2,-6.1,-2.8,0.5,4.4,9.39,142,3,533.2045179,0.499367078,47.56564,45.64412,1
21931,33.5,14.3,2.31,2.6,0.0,6.8,13.9,21.1,10.0,0.07,145,2,9675.934624,6412.70876,30.75,28.75,0
3885,39.7,11.3,0.83,2.1,25.6,8.1,13.7,19.4,11.0,7.08,145,1,425.1963647,392.7704632,47.75,30.25,0
20101,48.0,15.6,31.0,0.8,14.0,-24.7,-16.9,-9.1,0.1,3.2,197,3,43.0643389,0.0,84.75,33.75,0
12223,78.0,7.9,31.0,0.1,9.0,-37.1,-33.1,-29.2,0.1,7.93,182,4,4.228583397,0.003182551,114.25,59.25,0
11214,52.8,7.6,31.0,0.0,7.4,-38.4,-34.6,-30.8,0.3,3.93,193,3,0.039716124,0.001415038,142.75,61.25,0
10433,90.7,6.8,31.0,0.0,56.2,-15.5,-12.1,-8.7,2.4,17.88,155,4,5.190258333,0.000194009,37.75,62.25,0
17498,41.3,7.5,31.0,0.6,26.3,-19.0,-15.2,-11.5,1.0,5.18,171,4,0.252485362,0.000509494,137.25,46.25,0
23364,60.8,12.0,30.73,1.1,7.2,-11.9,-5.9,0.1,0.0,5.88,140,2,699.8156905,0.0,104.25,33.25,0
15841,44.9,12.0,31.0,0.1,16.7,-40.3,-34.3,-28.3,0.0,5.39,196,4,73.756743,0.000930369,93.25,51.25,0
19227,41.3,17.5,0.0,6.8,14.0,17.8,26.5,35.3,12.6,4.4,185,9,0.0,0.0,15.75,-24.25,0
11950,74.4,9.4,31.0,0.0,9.7,-38.1,-33.4,-28.7,0.2,5.96,176,4,4.701504174,7.29e-05,106.75,59.75,0
18309,39.2,11.5,31.0,0.4,4.6,-29.3,-23.5,-17.8,0.0,1.76,210,9,19.47066602,0.0,85.25,43.25,0
22954,35.2,16.1,31.0,0.9,0.0,-21.5,-13.4,-5.4,0.0,0.0,212,8,248.4134999,0.0,100.75,36.75,0
5039,66.3,7.3,31.0,0.0,16.7,-32.1,-28.4,-24.8,0.6,18.58,168,9,5.479020226,0.000617401,91.75,74.25,0
20326,46.8,15.7,31.0,1.0,14.0,-22.0,-14.1,-6.3,0.1,2.43,233,3,108.8049739,0.0,82.75,31.25,0
22800,27.6,10.5,29.61,1.0,0.3,-9.2,-3.9,1.4,1.9,0.75,148,2,4369.259949,0.0,114.75,37.75,0
4790,53.3,6.8,31.0,0.0,12.2,-34.5,-31.1,-27.7,0.4,13.47,147,3,5.282583061,0.000916104,101.25,76.25,0
9491,76.0,9.1,31.0,0.1,13.5,-36.6,-32.0,-27.5,0.3,14.91,183,3,0.012330377,0.000388747,158.25,64.25,0
13270,72.2,5.6,31.0,0.0,49.7,-14.6,-11.8,-9.0,2.5,23.61,153,4,141.3384281,3.25e-05,46.75,56.75,0
10661,75.1,7.7,31.0,0.0,23.4,-35.5,-31.6,-27.8,0.4,18.99,181,4,0.035737028,0.000423949,151.75,62.25,0
22145,18.7,16.8,4.84,3.3,0.9,5.3,13.7,22.1,6.2,0.0,169,9,21.20695613,0.100088748,26.75,22.75,0
21681,36.5,9.4,0.0,4.4,8.2,21.1,25.8,30.5,23.6,0.8,158,2,3533.905552,1461.549157,78.25,10.75,0
15749,73.7,6.7,30.91,0.2,46.2,-12.8,-9.4,-6.1,2.7,13.66,153,2,239.1638204,0.000257887,47.25,51.25,0
8780,72.7,6.3,31.0,0.1,15.8,-37.5,-34.3,-31.2,0.1,8.36,167,3,6.068786542,0.000319961,97.25,65.25,0
24121,90.4,3.5,9.03,1.3,21.2,3.4,5.1,6.9,5.7,11.47,146,3,2076.011627,974.9271422,107.75,25.25,0
18722,23.9,10.7,31.0,0.7,0.6,-22.5,-17.1,-11.8,0.0,0.7,186,3,1612.660605,0.0,113.25,41.75,0
5075,61.0,5.9,31.0,0.0,19.2,-36.8,-33.8,-30.9,0.4,13.37,149,3,6.760908816,0.00137773,109.75,74.25,0
11133,73.7,9.6,31.0,0.0,11.4,-38.6,-33.8,-29.0,0.2,5.47,167,4,9.853675542,0.00016254,102.25,61.25,0
20349,37.4,14.5,31.0,1.2,1.6,-18.2,-10.9,-3.7,0.0,1.15,174,4,570.725705,0.0,94.25,31.25,0
5501,76.4,7.1,31.0,0.0,40.5,-25.5,-21.9,-18.4,1.1,21.23,145,3,0.001678687,0.002828606,78.75,71.75,0
15616,48.2,12.8,31.0,0.2,8.0,-40.0,-33.6,-27.2,0.0,6.74,165,9,98.10106429,0.0,89.25,51.75,0
20806,26.8,14.9,0.28,2.6,0.0,8.9,16.3,23.8,8.4,0.49,158,2,3381.96568,4055.149181,76.25,25.25,0
6610,80.9,7.4,31.0,0.1,50.3,-14.3,-10.6,-6.9,2.3,15.5,150,6,0.00786427,0.00110977,31.25,68.75,0
22376,45.8,13.5,31.0,0.4,0.0,-16.0,-9.2,-2.5,2.4,0.0,183,8,50.17653131,0.0,82.25,39.75,0
3385,70.9,8.4,21.52,0.9,62.6,-1.4,2.8,7.0,5.4,10.4,148,2,1391.881824,0.0,29.75,38.75,0
23246,47.2,10.1,27.67,1.4,0.3,-6.5,-1.4,3.7,2.2,0.93,150,1,1405.513036,0.0,112.75,34.75,0
18692,27.4,11.9,31.0,0.3,0.8,-20.2,-14.2,-8.3,1.8,0.26,192,3,0.003760557,0.0,97.75,41.75,0
13841,56.1,11.1,31.0,0.0,7.9,-32.1,-26.5,-21.0,0.8,8.81,161,4,39.94682745,5.18e-05,99.75,55.75,0
20114,37.6,14.5,31.0,0.8,1.0,-25.2,-17.9,-10.7,0.1,1.0,233,3,79.71615754,0.0,91.25,33.75,0
17451,28.2,11.7,31.0,0.1,8.2,-27.0,-21.1,-15.3,1.2,4.6,181,9,153.8738268,0.0,88.25,46.25,0
2385,70.3,7.6,25.25,0.7,114.1,-4.0,-0.2,3.6,4.5,12.7,184,4,718.0429331,0.0,36.924941,37.835057,1
10524,83.1,7.1,31.0,0.1,21.4,-26.8,-23.2,-19.7,0.8,15.77,155,4,0.047716649,0.000111178,83.25,62.25,0
3757,41.8,11.4,2.04,1.9,37.5,7.0,12.7,18.4,10.6,6.63,147,2,630.3294886,76.01013735,46.75,31.75,0
17170,32.1,10.9,31.0,0.3,5.7,-29.6,-24.1,-18.7,0.0,2.49,191,3,45.70256655,0.0,85.75,47.25,0
8556,56.1,6.7,31.0,0.0,2.6,-47.7,-44.3,-41.0,0.2,2.73,176,4,1.45646067,0.000285729,134.25,65.75,0
22565,48.3,14.6,31.0,0.5,0.3,-17.5,-10.2,-2.9,1.9,0.32,182,8,1.725313544,0.0,82.75,38.75,0
1464,74.1,7.8,31.0,0.5,40.1,-14.0,-10.1,-6.2,1.7,10.43,107,2,1727.053509,0.036413464,46.0174,42.9705,1
18271,54.7,9.4,29.72,0.6,12.1,-9.4,-4.7,0.0,3.2,5.55,158,9,91.89026898,0.030914645,66.25,43.25,0
1199,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266,40.6498,53.3908,1
870,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,20.0152,41.57542,1
5403,48.8,6.5,31.0,0.0,30.2,-31.2,-27.9,-24.7,0.5,14.76,149,3,6.380476152,0.001289194,101.75,72.25,0
11614,58.6,7.2,31.0,0.0,12.2,-23.9,-20.3,-16.7,1.1,5.66,147,4,0.657329469,0.000358315,69.75,60.25,0
18204,24.7,10.3,31.0,0.5,0.0,-20.4,-15.2,-10.1,1.0,0.22,166,3,701.8818236,0.0,119.75,43.75,0
21675,33.8,8.0,0.0,4.3,19.4,21.6,25.6,29.6,24.5,1.29,153,2,6363.962029,655.5306885,79.25,11.25,0
7051,50.8,6.4,31.0,0.0,6.4,-46.5,-43.3,-40.1,0.1,3.73,133,4,2.727134817,0.000197603,134.75,68.25,0
7123,69.9,9.4,31.0,0.0,13.6,-30.4,-25.7,-21.0,0.9,10.62,160,3,0.0,0.000396678,170.75,68.25,0
17260,57.1,9.2,31.0,0.3,5.3,-17.8,-13.2,-8.6,1.8,6.91,150,9,57.8901035,0.013843845,61.25,46.75,0
17354,40.7,7.4,31.0,0.6,24.2,-18.9,-15.2,-11.5,1.0,4.77,181,4,0.196389078,8.65e-05,137.25,46.75,0
8820,72.9,7.6,31.0,0.0,12.0,-35.7,-31.9,-28.1,0.3,7.08,164,4,2.400759354,0.000143676,117.25,65.25,0
1020,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,20.423959,41.792754,1
4350,46.2,12.4,0.0,4.1,7.4,12.3,18.5,24.7,8.2,2.45,185,9,0.161967913,0.0,41.25,22.75,0
4508,35.1,9.0,0.0,3.6,0.0,16.7,21.2,25.7,16.4,0.0,150,9,13.28837816,0.0,54.25,20.75,0
9099,73.5,8.7,31.0,0.0,10.5,-36.8,-32.4,-28.1,0.3,11.75,164,4,2.268402232,0.000180841,107.75,64.75,0
4059,40.4,12.5,2.17,3.3,5.0,6.9,13.1,19.4,5.8,1.86,180,9,0.707067358,0.0,41.75,27.75,0
19947,40.3,10.6,0.0,2.7,3.8,13.5,18.8,24.1,12.8,1.78,163,9,143.7300142,0.0,60.25,25.75,0
13971,67.5,6.2,31.0,0.2,45.7,-16.6,-13.5,-10.4,1.8,19.55,162,4,622.1470093,0.000962953,51.75,55.25,0
11322,69.9,8.6,31.0,0.0,33.4,-22.8,-18.5,-14.2,1.3,13.34,145,4,11.90766907,1.07e-05,59.75,60.75,0
6859,83.7,8.8,31.0,0.0,32.4,-26.7,-22.3,-17.9,1.3,15.16,178,9,0.0,0.002393021,-179.75,68.25,0
17637,41.8,7.6,31.0,0.3,10.3,-21.4,-17.6,-13.8,1.1,2.73,162,4,0.668551303,0.001360717,134.75,45.75,0
16696,35.8,9.5,31.0,0.2,5.3,-24.0,-19.2,-14.5,1.1,3.73,170,9,0.0,0.001922599,68.75,48.75,0
11922,74.4,7.9,31.0,0.1,17.7,-32.1,-28.1,-24.2,0.2,7.36,182,4,7.985097122,8.56e-05,92.75,59.75,0
9695,80.7,8.3,31.0,0.0,9.4,-35.1,-30.9,-26.8,0.3,10.83,165,4,2.44875885,0.000148859,111.75,63.75,0
2716,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.38291,32.81113,1
19118,63.8,12.5,0.0,4.2,123.9,19.5,25.7,32.0,21.4,14.65,183,3,288.8765671,0.0,19.75,-19.75,0
970,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,20.122379,42.371421,1
11677,72.1,9.6,31.0,0.0,9.4,-36.2,-31.4,-26.6,0.3,5.37,158,4,13.27311871,3.2e-05,101.25,60.25,0
18537,63.8,10.1,31.0,0.7,14.9,-18.0,-12.9,-7.9,0.4,6.26,220,9,979.2849951,0.052628798,70.75,42.25,0
8847,66.8,6.8,31.0,0.0,3.1,-47.5,-44.1,-40.7,0.2,4.06,176,3,1.948524561,0.000354787,130.75,65.25,0
66,30.5,11.3,0.0,2.5,3.9,14.0,19.6,25.3,15.3,0.0,149,4,1719.636454,32.81055754,91.876,22.298,1
7605,73.3,7.2,31.0,0.0,13.2,-36.6,-33.0,-29.4,0.3,8.01,159,4,1.495708984,0.000231272,117.75,67.25,0
12424,72.6,8.0,31.0,0.0,16.0,-30.5,-26.5,-22.5,0.7,8.27,160,4,10.93623655,2.95e-05,93.25,58.75,0
17780,29.8,8.5,31.0,0.2,4.4,-21.8,-17.5,-13.3,1.2,2.38,156,2,2067.012107,0.0,131.25,45.25,0
24388,40.6,9.0,0.0,3.6,56.1,20.9,25.4,29.9,25.6,1.82,149,11,248.60726,151.1101864,98.75,11.25,0
2717,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.38291,32.81113,1
1491,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,22.480087,42.467474,1
16321,56.2,6.9,31.0,0.2,43.5,-19.6,-16.1,-12.7,1.4,13.83,178,4,0.589731112,0.001306983,143.25,50.25,0
8328,61.9,9.3,31.0,0.0,23.3,-27.7,-23.0,-18.4,1.2,10.81,178,3,0.0,0.000650122,173.25,66.25,0
18456,25.1,12.6,31.0,0.2,1.3,-21.8,-15.5,-9.2,1.8,0.61,175,9,0.003670905,0.0,97.25,42.75,0
9566,79.8,7.6,31.0,0.0,41.3,-19.8,-16.0,-12.2,1.8,23.19,154,4,2.308080206,0.000183151,47.25,63.75,0
21313,28.8,12.3,0.28,2.4,5.4,8.9,15.0,21.2,10.5,4.3,189,2,1092.831642,350.0085992,97.25,20.75,0
8325,63.7,10.0,31.0,0.0,18.7,-30.8,-25.8,-20.8,0.9,10.14,175,3,0.0,0.000641133,171.75,66.25,0
8899,80.4,8.5,31.0,0.1,16.8,-35.2,-30.9,-26.7,0.3,17.55,165,4,0.015731054,0.000208851,156.75,65.25,0
16507,79.0,7.9,30.95,0.3,17.1,-13.1,-9.1,-5.2,2.6,7.5,145,8,152.4936296,1.387956478,49.75,49.25,0
23312,46.2,19.5,31.0,1.1,4.9,-20.7,-10.9,-1.2,0.0,4.08,218,3,104.9686235,0.0,101.25,33.75,0
8689,78.4,6.6,31.0,0.0,36.5,-19.5,-16.2,-12.9,1.6,19.21,156,4,0.930102878,0.000228405,51.75,65.25,0
10517,84.1,6.8,31.0,0.0,18.5,-25.4,-22.0,-18.6,1.0,15.26,151,4,0.02008676,8.77e-05,79.75,62.25,0
18498,41.4,6.8,31.0,0.4,2.6,-17.0,-13.6,-10.2,1.6,0.68,142,3,11.52060844,0.004411788,131.25,42.75,0
1443,71.1,9.1,30.97,0.5,37.4,-13.3,-8.7,-4.2,2.2,11.87,163,3,1636.21746,0.00085878,42.6082,43.9435,1
1993,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,22.42999,42.35848,1
22539,16.6,11.1,30.52,0.9,0.0,-11.2,-5.6,-0.1,1.6,0.0,146,2,562.1550997,0.0,115.75,39.25,0
21556,14.4,13.0,0.0,4.0,0.1,17.1,23.6,30.1,15.5,0.0,163,2,7589.156877,2574.430459,78.25,16.25,0
22689,32.9,12.8,31.0,0.7,1.4,-17.6,-11.2,-4.8,0.5,1.01,184,3,560.7293928,0.0,102.25,38.25,0
6202,79.7,7.3,31.0,0.0,39.4,-28.5,-24.8,-21.2,0.8,22.55,153,3,9.010546739,0.001611214,86.25,69.75,0
16702,35.6,10.0,31.0,0.1,7.0,-23.6,-18.6,-13.6,1.3,2.98,170,8,89.10812276,0.006896968,71.75,48.75,0
17380,75.1,7.2,28.98,0.3,16.4,-8.2,-4.6,-1.0,3.9,8.43,145,2,464.4057998,0.604885509,48.75,46.25,0
46,44.8,8.3,31.0,0.0,5.2,-26.1,-21.9,-17.8,1.0,2.64,153,2,286.2762257,0.003381517,74.14463,54.5556,1
3652,42.4,12.0,10.78,1.6,14.5,2.7,8.7,14.7,7.9,6.87,176,9,35.11009859,3.03e-12,40.75,33.25,0
21488,18.7,12.3,0.0,3.6,0.3,16.8,22.9,29.1,17.7,0.0,145,3,4716.591254,1761.863271,80.75,17.75,0
12267,58.8,6.7,31.0,0.0,6.5,-36.0,-32.6,-29.3,0.3,1.98,187,4,0.046725438,0.000354559,136.25,59.25,0
23995,85.5,3.6,17.66,1.1,54.4,0.1,1.9,3.7,4.2,14.32,171,2,2801.672178,1499.029932,110.75,26.75,0
22278,44.1,13.3,31.0,0.4,0.1,-16.0,-9.3,-2.7,2.3,0.06,182,8,79.24993986,0.0,82.25,40.25,0
21456,13.6,13.7,0.0,3.7,0.1,15.4,22.2,29.1,14.4,0.01,172,2,4999.58135,7453.251783,78.75,18.25,0
11835,74.0,6.5,31.0,0.0,49.0,-16.9,-13.6,-10.4,2.2,23.61,161,4,9.136080313,8.08e-05,49.25,59.75,0
5024,73.8,9.2,31.0,0.0,18.5,-30.3,-25.7,-21.1,1.1,17.2,150,9,0.248831445,0.000515366,56.25,74.25,0
10527,82.0,7.5,31.0,0.1,21.8,-27.3,-23.5,-19.8,0.8,16.2,157,4,7.832493224,6.83e-05,84.75,62.25,0
11066,60.9,6.7,31.0,0.0,15.5,-23.5,-20.1,-16.8,1.1,4.98,153,4,0.348117031,6.21e-05,68.75,61.25,0
5532,61.7,6.8,31.0,0.0,30.5,-31.5,-28.1,-24.7,0.5,18.35,152,3,7.249027301,0.001523163,95.75,71.75,0
24280,76.5,6.0,3.91,1.6,22.1,5.8,8.8,11.8,7.2,6.83,154,4,415.7473131,2011.454706,111.25,23.25,0
9204,73.9,8.4,31.0,0.1,13.1,-31.5,-27.3,-23.1,0.5,14.13,168,4,0.021655223,0.000252038,160.25,64.75,0
8371,92.1,7.3,31.0,0.1,47.2,-18.5,-14.8,-11.2,1.8,20.48,148,4,2.703224989,0.001443101,41.75,65.75,0
23773,69.9,6.8,22.49,1.4,42.7,-1.8,1.6,5.0,3.8,11.39,149,4,108.4469258,306.8208229,117.75,29.25,0
1835,85.2,6.0,25.04,0.6,29.9,-3.8,-0.8,2.2,4.6,8.5,185,4,500.0567729,0.0,21.639907,42.755862,1
16944,79.0,6.0,29.11,0.3,14.6,-8.4,-5.4,-2.4,3.8,10.02,147,3,448.6091789,0.289833582,45.25,47.75,0
23104,43.0,15.8,31.0,0.6,10.4,-29.4,-21.5,-13.6,0.1,3.4,233,9,32.08838394,0.0,86.25,35.75,0
1716,82.3,6.7,24.49,0.5,27.3,-3.3,0.1,3.5,5.2,8.33,154,2,444.8802279,1.41870408,21.836404,41.696268,1
21424,12.7,14.5,0.0,3.8,0.8,15.4,22.6,29.9,13.1,0.08,163,2,4657.321289,2720.128373,77.75,18.75,0
2626,61.1,8.4,5.23,1.5,114.6,5.1,9.3,13.5,8.7,14.33,187,2,730.5266157,0.0,35.52,33.34,1
22929,40.5,15.3,31.0,0.7,2.1,-27.5,-19.8,-12.2,0.1,1.32,232,3,16.15519302,0.0,88.25,36.75,0
1518,61.3,13.5,0.0,4.5,101.9,18.6,25.3,32.1,19.1,13.18,185,3,271.9446204,0.0,19.53,-21.19,1
2525,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.369149,37.149122,1
21928,32.1,14.0,2.45,2.7,0.8,6.7,13.7,20.7,9.9,0.31,158,9,177.3489051,270.340302,29.25,28.75,0
22324,28.0,12.8,31.0,0.4,0.5,-20.3,-13.9,-7.5,1.5,0.69,186,9,14.12220856,0.0,105.25,40.25,0
12708,69.9,9.5,31.0,0.0,4.7,-39.3,-34.5,-29.8,0.2,4.31,132,3,8.106247329,0.000538811,117.25,58.25,0
20559,33.1,15.0,26.77,1.4,2.0,-5.5,2.0,9.5,4.4,1.48,123,4,513.4520834,0.0,93.25,28.25,0
15435,41.0,10.7,31.0,0.1,3.4,-35.1,-29.7,-24.4,0.3,2.64,134,4,57.89543654,8.68e-05,109.25,52.25,0
